"respondent_id";"collector_id";"date_created";"date_modified";"ip_address";"email_address";"first_name";"last_name";"custom_1";"Apreciado(a) estudiante.Los profesores del curso han decidido dar un bono de 3 d�cimas en un examen (el que quiera) a aquellas personas que respondan esta encuesta que estar� abierta hasta el pr�ximo lunes 22 de mayo.El objetivo es conocer su percepci�n sobre diferentes aspectos del curso de Matem�tica Estructural y L�gica (MEL) con el fin de identificar fortalezas y debilidades que permitan su mejoramiento. No es necesario firmar la encuesta, su participaci�n es voluntaria y�por supuesto,�sus opiniones�no tendr�n ninguna repercusi�n acad�mica. La informaci�n ser� objeto de reportes, investigaciones o productos acad�micos, cuidando siempre que no se revele su identidad.Si decide participar, por favor marque �S� y luego haga click en el bot�n "Sig." que aparece abajo. En caso de que no desee participar, por favor cierre esta p�gina.Si desea saber m�s de este proyecto, por favor comun�quese al correo electr�nico evaluacionconectate@uniandes.edu.coGracias por su colaboraci�n.";"Por favor indique qu� tan de acuerdo est� con cada una de las siguientes afirmaciones:";"";"";"Por favor indique qu� tan de acuerdo est� con cada una de las siguientes afirmaciones:";"";"";"";"";"En promedio, �cu�ntas horas por semana tuvo que dedicar a las actividades desarrolladas fuera de clase?";"Teniendo en cuenta las caracter�sticas del curso �c�mo considera la carga acad�mica que tuvo que asumir durante el desarrollo de las actividades propuestas?";"Por favor indique qu� tan de acuerdo est� con cada una de las siguientes afirmaciones:";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada una de las siguientes afirmaciones:";"";"En una escala de 1 a 5 (siendo 1 el m�nimo y 5 el m�ximo) valore el aporte de cada una de las siguientes actividades a su proceso de aprendizaje.";"";"Por favor indique qu� tan de acuerdo est� con cada una de las siguientes afirmaciones:";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada una de las siguientes afirmaciones:";"";"";"";"";"";"";"";"El/la profesor/a gener� un ambiente de confianza para que los estudiantes participaran e hicieran preguntas.";"�Particip� de la experiencia de gamificaci�n propuesta en este curso?";"�En promedio, cu�nto tiempo dedic� al juego durante estas dos semanas de juego? (incluye problemas mec�nicos, cognitivos y honor�ficos).";"La inversi�n de tiempo durante estas dos semanas de juego fue coherente con los cr�ditos de este curso.";"Tuve el tiempo suficiente para preparar clases, ir al sal�n y jugar durante estas dos semanas de juego.";"Las reglas y restricciones del juego se me presentaron con claridad de tal modo que sab�a c�mo deb�a jugar.";"Por favor indique qu� tan de acuerdo est� con cada una de las siguientes afirmaciones relacionadas a su experiencia durante el juego:";"";"";"�Realiz� ejercicios honor�ficos?";"Los ejercicios honor�ficos me retaban a seguir practicando.";"Aprend� m�s en los laboratorios gamificados que con los laboratorios tradicionales (no gamificados).";"Por favor indique qu� tan de acuerdo est� con las siguientes dos afirmaciones relacionadas a su experiencia durante el juego:";"";"Por favor indique qu� tan de acuerdo est� con cada una de las siguientes afirmaciones relacionadas a su experiencia durante el juego:";"";"";"�Compr� alguna pista para resolver ejercicios durante las clases de laboratorio?�";"Fue �til comprar una pista para que me ayudara a resolver los ejercicios durante las clases de laboratorio.";"�Compr� alguna gu�a del profesor para resolver ejercicios durante�las clases de laboratorio?";"Fue �til comprar una gu�a del profesor que me ayudara a resolver los ejercicios durante las clases de laboratorio.";"La retroalimentaci�n que recib� durante el juego me permiti� saber si me acercaba a la respuesta correcta.";"El juego me dio retroalimentaci�n valiosa para mi aprendizaje.";"Por favor indique qu� tan de acuerdo est� con las siguientes dos afirmaciones relacionadas a su experiencia durante el juego:";"";"Por favor indique qu� tan de acuerdo est� con las siguientes dos afirmaciones relacionadas a su experiencia durante el juego:";"";"Por favor indique qu� tan de acuerdo est� con cada una de las siguientes afirmaciones relacionadas a su rol durante el juego:";"";"";"";"";"";
"6205683814";"156968426";"2017-05-19 7:03:18";"2017-05-19 7:11:03";"157.253.250.42";"Login estudiante11205";"";"";"";"1";"4";"4";"2";"4";"3";"3";"3";"3";"5";"3";"4";"3";"4";"5";"4";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"1";"4";"4";"4";"4";"4";"4";"4";"2";"";"3";"4";"4";"3";"3";"4";"2";"";"2";"";"4";"4";"4";"4";"3";"4";"3";"3";"4";"3";"4";"3";
"6205213720";"156968426";"2017-05-18 22:33:26";"2017-05-18 23:12:43";"201.244.170.155";"Login estudiante7991";"";"";"";"1";"2";"2";"2";"3";"5";"5";"4";"4";"5";"3";"3";"4";"3";"3";"2";"2";"4";"2";"3";"3";"5";"5";"3";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"6205203346";"156968426";"2017-05-18 22:22:36";"2017-05-18 22:36:47";"186.155.196.107";"Login estudiante7983";"";"";"";"1";"3";"2";"2";"4";"4";"5";"4";"4";"5";"3";"2";"5";"4";"2";"2";"4";"5";"3";"4";"3";"5";"5";"4";"5";"4";"4";"3";"4";"4";"3";"";"3";"5";"1";"7";"5";"4";"5";"4";"2";"4";"2";"";"4";"2";"2";"4";"4";"4";"2";"";"2";"";"4";"4";"4";"2";"5";"5";"4";"4";"2";"4";"4";"3";
"6204988935";"156968426";"2017-05-18 18:55:52";"2017-05-18 19:27:29";"181.57.240.101";"Login estudiante6303";"";"";"";"1";"2";"1";"2";"4";"4";"3";"3";"3";"4";"3";"3";"3";"4";"4";"2";"4";"2";"3";"3";"3";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"1";"7";"3";"2";"4";"2";"2";"3";"2";"";"1";"4";"5";"5";"5";"5";"2";"";"2";"";"5";"4";"5";"5";"5";"5";"4";"5";"4";"5";"5";"4";
"6204978428";"156968426";"2017-05-18 18:48:39";"2017-05-18 19:01:08";"181.57.242.87";"Login estudiante11203";"";"";"";"1";"5";"3";"4";"4";"4";"4";"4";"4";"8";"5";"4";"4";"4";"3";"3";"3";"4";"3";"5";"4";"4";"4";"4";"4";"4";"4";"4";"3";"4";"3";"3";"2";"2";"1";"5";"1";"4";"5";"4";"3";"4";"2";"";"5";"4";"2";"5";"5";"5";"2";"";"2";"";"4";"5";"5";"5";"5";"5";"5";"3";"4";"4";"5";"4";
"6204693420";"156968426";"2017-05-18 15:56:16";"2017-05-18 16:08:50";"186.28.199.27";"Login estudiante8581";"";"";"";"1";"4";"2";"2";"4";"5";"4";"4";"4";"3";"3";"2";"5";"4";"4";"4";"4";"4";"2";"2";"4";"4";"4";"4";"4";"5";"4";"4";"5";"4";"4";"4";"4";"4";"1";"5";"4";"2";"4";"4";"3";"4";"2";"";"2";"3";"4";"4";"4";"4";"2";"";"2";"";"4";"3";"4";"4";"2";"2";"3";"4";"3";"4";"4";"3";
"6204162732";"156968426";"2017-05-18 12:01:49";"2017-05-18 12:58:48";"157.253.201.157";"Login estudiante6409";"";"";"";"1";"3";"3";"3";"4";"3";"4";"3";"3";"5";"3";"3";"4";"4";"4";"3";"4";"2";"3";"4";"4";"5";"5";"2";"4";"2";"2";"4";"3";"3";"4";"3";"3";"3";"1";"6";"4";"4";"3";"4";"4";"3";"2";"";"2";"3";"4";"4";"4";"4";"2";"";"2";"";"4";"4";"2";"2";"2";"2";"3";"4";"4";"4";"4";"4";
"6202329198";"156968426";"2017-05-17 13:04:20";"2017-05-17 13:22:12";"186.28.65.183";"Login estudiante8410";"";"";"";"1";"4";"2";"2";"4";"5";"5";"3";"3";"4";"3";"1";"5";"2";"3";"3";"4";"2";"4";"5";"5";"5";"5";"3";"3";"5";"5";"3";"4";"4";"4";"4";"2";"3";"1";"7";"3";"3";"4";"3";"3";"4";"2";"";"2";"5";"5";"5";"5";"5";"2";"";"2";"";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6200155996";"156968426";"2017-05-16 12:35:22";"2017-05-16 12:56:40";"157.253.202.39";"Login estudiante7821";"";"";"";"1";"4";"2";"2";"5";"4";"2";"5";"5";"2";"2";"4";"5";"5";"5";"2";"5";"3";"2";"5";"2";"4";"3";"4";"5";"4";"2";"4";"5";"5";"5";"2";"5";"5";"1";"3";"4";"4";"5";"2";"3";"4";"2";"";"1";"2";"3";"5";"3";"5";"2";"";"2";"";"3";"4";"4";"5";"5";"3";"4";"3";"2";"1";"2";"2";
"6200019741";"156968426";"2017-05-16 11:33:08";"2017-05-16 11:40:58";"157.253.201.147";"Login estudiante11206";"";"";"";"1";"4";"5";"5";"4";"4";"4";"";"3";"4";"4";"5";"4";"4";"4";"3";"3";"4";"4";"3";"4";"3";"3";"4";"4";"4";"4";"4";"4";"3";"4";"3";"4";"4";"1";"3";"3";"2";"4";"2";"2";"2";"2";"";"2";"2";"4";"2";"2";"2";"2";"";"2";"";"5";"3";"4";"3";"3";"3";"4";"2";"3";"3";"3";"3";
"6199544782";"156968426";"2017-05-16 7:33:13";"2017-05-16 7:42:41";"157.253.217.187";"Login estudiante8584";"";"";"";"1";"4";"5";"5";"4";"4";"3";"5";"4";"6";"5";"5";"5";"3";"4";"4";"5";"4";"4";"4";"4";"5";"5";"5";"4";"5";"5";"3";"5";"5";"5";"4";"4";"5";"1";"5";"2";"3";"5";"3";"5";"3";"2";"";"2";"5";"4";"5";"5";"5";"2";"";"2";"";"2";"4";"4";"5";"5";"5";"5";"5";"4";"5";"5";"3";
"6199147657";"156968426";"2017-05-16 0:01:37";"2017-05-16 0:10:31";"186.154.36.26";"Login estudiante6338";"";"";"";"1";"4";"4";"4";"4";"4";"4";"4";"4";"3";"5";"4";"4";"4";"4";"4";"4";"4";"4";"3";"4";"2";"2";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"1";"3";"1";"2";"4";"4";"4";"2";"2";"";"1";"3";"5";"3";"3";"3";"2";"";"2";"";"4";"3";"3";"4";"3";"3";"4";"4";"2";"2";"3";"3";
"6199034767";"156968426";"2017-05-15 21:45:51";"2017-05-15 21:57:55";"186.154.83.95";"Login estudiante11210";"";"";"";"1";"4";"4";"5";"4";"4";"4";"3";"3";"9";"3";"3";"4";"4";"4";"2";"5";"4";"4";"4";"5";"5";"5";"4";"3";"3";"3";"3";"4";"5";"4";"3";"1";"1";"1";"9";"4";"3";"3";"3";"3";"4";"2";"";"3";"2";"3";"5";"5";"5";"2";"";"2";"";"3";"4";"4";"1";"1";"1";"4";"4";"3";"2";"3";"3";
"6198955644";"156968426";"2017-05-15 20:26:42";"2017-05-15 20:46:48";"181.61.249.32";"Login estudiante11213";"";"";"";"1";"5";"4";"5";"5";"4";"2";"5";"5";"4";"3";"4";"4";"5";"4";"2";"5";"2";"2";"1";"5";"3";"1";"2";"2";"5";"5";"2";"5";"5";"5";"5";"2";"3";"1";"4";"3";"1";"2";"1";"1";"1";"1";"2";"1";"4";"5";"5";"2";"5";"2";"";"2";"";"2";"3";"5";"5";"1";"1";"1";"4";"1";"5";"5";"1";
"6198939582";"156968426";"2017-05-15 20:10:35";"2017-05-15 20:24:11";"181.63.14.136";"Login estudiante11196";"";"";"";"1";"5";"5";"5";"5";"5";"4";"5";"5";"9";"4";"5";"4";"5";"5";"5";"5";"4";"5";"4";"5";"4";"5";"4";"5";"4";"5";"5";"5";"5";"5";"5";"5";"4";"1";"3";"3";"3";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"6198880094";"156968426";"2017-05-15 19:17:26";"2017-05-15 19:26:59";"186.31.189.173";"Login estudiante11211";"";"";"";"1";"5";"5";"5";"4";"4";"2";"4";"4";"5";"3";"4";"3";"5";"5";"5";"5";"3";"3";"4";"1";"5";"4";"3";"4";"3";"4";"2";"4";"4";"3";"3";"4";"4";"1";"5";"4";"2";"3";"4";"5";"2";"2";"";"2";"2";"5";"2";"2";"4";"2";"";"2";"";"2";"3";"5";"5";"4";"5";"1";"4";"2";"1";"2";"1";
"6198877698";"156968426";"2017-05-15 19:15:21";"2017-05-15 19:27:01";"190.24.97.194";"Login estudiante11201";"";"";"";"1";"4";"3";"4";"4";"4";"4";"3";"4";"6";"3";"1";"3";"4";"4";"2";"3";"2";"1";"4";"4";"4";"3";"2";"3";"5";"5";"2";"2";"2";"2";"2";"1";"3";"1";"6";"4";"2";"3";"3";"5";"2";"2";"";"4";"3";"4";"4";"3";"4";"1";"3";"2";"";"4";"4";"4";"5";"3";"5";"4";"4";"3";"4";"5";"1";
"6198814389";"156968426";"2017-05-15 18:23:16";"2017-05-15 18:44:06";"190.84.41.168";"Login estudiante7891";"";"";"";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"5";"2";"4";"5";"5";"4";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"3";"5";"1";"5";"4";"2";"5";"5";"3";"4";"2";"";"1";"3";"5";"5";"5";"5";"2";"5";"1";"5";"3";"5";"5";"5";"5";"2";"1";"5";"2";"2";"3";"1";
"6198779344";"156968426";"2017-05-15 17:58:21";"2017-05-15 18:53:13";"190.27.58.61";"Login estudiante7148";"";"";"";"1";"3";"3";"2";"5";"4";"4";"4";"3";"5";"4";"3";"4";"5";"4";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"1";"3";"4";"3";"4";"3";"4";"3";"2";"";"2";"3";"3";"4";"4";"5";"2";"";"2";"";"4";"4";"3";"4";"3";"4";"3";"2";"3";"3";"4";"3";
"6198776412";"156968426";"2017-05-15 17:56:11";"2017-05-15 18:13:09";"186.155.161.44";"Login estudiante11212";"";"";"";"1";"4";"5";"1";"2";"4";"5";"4";"4";"4";"3";"5";"4";"2";"1";"2";"2";"4";"4";"5";"4";"3";"4";"4";"4";"4";"3";"4";"3";"2";"2";"2";"2";"4";"1";"4";"4";"4";"4";"4";"3";"4";"1";"3";"4";"4";"3";"5";"5";"5";"2";"";"2";"";"3";"3";"4";"5";"5";"5";"5";"4";"5";"4";"5";"3";
"6198773895";"156968426";"2017-05-15 17:54:27";"2017-05-15 18:32:52";"200.122.250.74";"Login estudiante11202";"";"";"";"1";"5";"5";"4";"5";"5";"5";"5";"4";"3";"3";"1";"4";"3";"4";"2";"4";"2";"3";"4";"3";"3";"2";"4";"3";"5";"5";"4";"3";"3";"2";"2";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"2";"";"3";"4";"5";"4";"4";"5";"2";"";"2";"";"3";"4";"5";"5";"5";"5";"4";"4";"4";"3";"4";"3";
"6198747145";"156968426";"2017-05-15 17:35:25";"2017-05-15 18:10:21";"181.50.71.118";"Login estudiante8586";"";"";"";"1";"4";"4";"2";"5";"3";"4";"5";"4";"3";"3";"4";"3";"5";"4";"5";"5";"4";"3";"5";"4";"5";"3";"4";"4";"5";"4";"5";"5";"4";"4";"3";"5";"5";"1";"6";"5";"4";"5";"5";"3";"4";"2";"";"3";"4";"5";"5";"4";"5";"2";"5";"1";"5";"5";"5";"4";"2";"4";"5";"5";"5";"5";"3";"5";"4";
"6198624846";"156968426";"2017-05-15 16:24:01";"2017-05-22 12:09:49";"177.252.253.225";"Login estudiante6795";"";"";"";"1";"5";"4";"3";"4";"5";"5";"5";"5";"6";"3";"3";"4";"5";"5";"4";"5";"4";"4";"5";"5";"4";"4";"5";"5";"5";"4";"2";"5";"4";"3";"3";"3";"3";"1";"4";"4";"4";"4";"5";"4";"4";"2";"";"3";"4";"4";"4";"4";"4";"2";"";"2";"";"4";"4";"4";"4";"4";"4";"4";"3";"4";"4";"4";"4";
