"respondent_id";"collector_id";"date_created";"date_modified";"ip_address";"email_address";"first_name";"last_name";"custom_1";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para�aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"En promedio, �Cu�ntas horas por semana tuvo que dedicar a las actividades desarrolladas fuera de clase? Seleccione un n�mero.";"Teniendo en cuenta las caracter�sticas del curso/modulo/etc., �c�mo considera la carga acad�mica que tuvo que asumir durante el desarrollo de las actividades propuestas?";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado:";"En una escala de 1 a 5 (siendo 1 el m�nimo y 5 el m�ximo) valore el aporte de cada una de las siguientes actividades a su proceso de aprendizaje. Recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado.";
"5373343178";"97808068";"2017-06-02 10:10:09";"2017-06-02 10:15:55";"179.33.124.195";"";"";"";"";"3";"2";"4";"4";"4";"2";"3";"2";"2";"3";"3";"3";"13";"5";"3";"4";"4";"4";"3";"3";"4";"1";"4";"4";"0";"4";"3";"0";"0";"1";"2";"4";"2";"3";"5";"5";"2";"3";"3";"3";"3";"1";"1";
"5371927278";"97808068";"2017-05-31 15:13:04";"2017-05-31 15:15:59";"190.157.188.225";"";"";"";"";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"13";"4";"5";"5";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"0";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";
"5368117031";"97808068";"2017-05-25 20:52:02";"2017-05-25 21:15:54";"186.155.103.108";"";"";"";"";"2";"3";"3";"4";"2";"2";"3";"2";"2";"2";"2";"2";"15";"4";"3";"2";"3";"3";"2";"3";"3";"2";"4";"4";"0";"4";"2";"0";"0";"2";"3";"3";"3";"2";"4";"3";"3";"2";"2";"2";"2";"2";"2";
"5368070571";"97808068";"2017-05-25 19:20:35";"2017-05-25 19:21:37";"186.119.233.117";"";"";"";"";"5";"5";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5367690112";"97808068";"2017-05-25 11:24:17";"2017-05-25 12:07:59";"200.118.76.177";"";"";"";"";"0";"0";"0";"5";"5";"2";"4";"4";"4";"4";"3";"0";"9";"4";"0";"4";"3";"2";"2";"2";"4";"3";"3";"5";"0";"5";"4";"0";"0";"5";"5";"0";"0";"0";"5";"5";"5";"3";"3";"3";"3";"3";"2";
"5367572272";"97808068";"2017-05-25 10:10:12";"2017-05-25 10:13:32";"181.234.196.110";"";"";"";"";"5";"4";"4";"4";"4";"4";"4";"4";"3";"4";"4";"3";"6";"4";"4";"4";"4";"4";"4";"4";"5";"5";"4";"4";"0";"3";"5";"5";"4";"5";"5";"5";"4";"5";"5";"5";"5";"5";"5";"4";"4";"4";"4";
"5366500733";"97808068";"2017-05-24 10:36:56";"2017-05-24 10:46:51";"181.50.71.38";"";"";"";"";"5";"5";"5";"5";"5";"4";"5";"4";"4";"0";"0";"0";"16";"4";"4";"4";"5";"5";"5";"5";"5";"2";"5";"5";"0";"4";"5";"0";"0";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"3";
"5366481955";"97808068";"2017-05-24 10:26:19";"2017-05-24 10:33:14";"157.253.251.164";"";"";"";"";"4";"4";"4";"5";"5";"5";"3";"4";"3";"4";"4";"4";"9";"3";"3";"3";"5";"4";"4";"5";"4";"3";"5";"5";"0";"4";"5";"0";"0";"5";"4";"4";"4";"3";"4";"4";"3";"2";"3";"3";"3";"3";"4";
"5366179125";"97808068";"2017-05-24 6:08:08";"2017-05-24 6:10:06";"186.155.98.141";"";"";"";"";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"6";"3";"5";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"5365966063";"97808068";"2017-05-23 22:41:54";"2017-05-23 22:45:34";"186.30.27.177";"";"";"";"";"2";"1";"5";"5";"5";"5";"5";"5";"5";"3";"3";"2";"6";"3";"3";"5";"5";"5";"5";"5";"5";"1";"2";"5";"0";"5";"5";"0";"0";"5";"3";"3";"2";"2";"5";"5";"4";"3";"3";"4";"4";"5";"5";
"5365910744";"97808068";"2017-05-23 20:59:10";"2017-05-23 21:16:21";"186.84.38.16";"";"";"";"";"4";"3";"3";"4";"4";"3";"3";"4";"4";"4";"3";"2";"4";"4";"2";"3";"3";"3";"3";"3";"4";"4";"5";"4";"0";"5";"3";"0";"0";"4";"4";"3";"3";"3";"4";"4";"2";"2";"3";"4";"3";"3";"3";
"5365887242";"97808068";"2017-05-23 20:14:52";"2017-05-23 20:17:55";"181.143.182.90";"";"";"";"";"4";"3";"4";"3";"4";"4";"3";"4";"3";"4";"4";"3";"5";"3";"4";"3";"3";"4";"4";"3";"4";"4";"5";"4";"5";"4";"5";"4";"5";"4";"4";"3";"4";"3";"4";"3";"3";"4";"4";"3";"4";"3";"4";
"5365727955";"97808068";"2017-05-23 16:34:50";"2017-06-02 15:38:14";"181.57.244.182";"";"";"";"";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"14";"3";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"0";"5";"3";"4";"0";"4";"4";"4";"4";"4";"4";"4";"4";"4";"2";"3";"3";"3";"4";
"5365638263";"97808068";"2017-05-23 15:13:07";"2017-05-23 15:13:16";"157.253.194.161";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365588919";"97808068";"2017-05-23 14:30:17";"2017-05-23 14:44:26";"181.49.74.130";"";"";"";"";"5";"5";"5";"5";"5";"5";"4";"4";"4";"0";"0";"0";"7";"3";"4";"4";"4";"4";"4";"4";"5";"1";"5";"5";"5";"3";"4";"0";"5";"4";"4";"4";"0";"4";"4";"4";"3";"4";"4";"4";"3";"3";"3";
"5365576931";"97808068";"2017-05-23 14:20:01";"2017-05-23 14:31:09";"186.80.66.6";"";"";"";"";"3";"4";"4";"4";"5";"5";"3";"4";"3";"4";"4";"4";"6";"3";"4";"4";"4";"3";"3";"4";"3";"2";"5";"5";"0";"5";"4";"0";"";"3";"3";"3";"3";"3";"5";"5";"4";"3";"3";"3";"3";"4";"2";
"5365567595";"97808068";"2017-05-23 14:11:54";"2017-05-23 14:14:14";"157.253.168.237";"";"";"";"";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"2";"4";"4";"4";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"3";"3";"4";"3";"4";"4";"3";"4";"3";"4";"3";"4";"4";"3";"3";"3";
"5365505891";"97808068";"2017-05-23 13:16:57";"2017-05-23 13:26:06";"190.8.247.152";"";"";"";"";"4";"4";"3";"5";"5";"3";"3";"3";"3";"2";"2";"2";"8";"3";"4";"4";"5";"4";"4";"4";"4";"4";"4";"3";"0";"4";"4";"0";"0";"3";"2";"2";"2";"3";"5";"5";"5";"4";"4";"4";"4";"4";"4";
"5365477766";"97808068";"2017-05-23 12:53:58";"2017-05-23 12:56:23";"191.110.174.9";"";"";"";"";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"4";"7";"3";"5";"4";"4";"4";"4";"4";"4";"5";"4";"0";"0";"3";"4";"0";"0";"5";"4";"4";"4";"4";"5";"5";"4";"4";"3";"4";"5";"4";"2";
"5365452905";"97808068";"2017-05-23 12:33:27";"2017-05-23 12:39:45";"190.158.223.135";"";"";"";"";"0";"0";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"8";"4";"5";"3";"4";"5";"5";"5";"5";"3";"4";"4";"5";"4";"5";"0";"0";"5";"5";"5";"4";"2";"5";"5";"5";"2";"3";"3";"3";"2";"2";
"5365433491";"97808068";"2017-05-23 12:10:30";"2017-05-23 12:22:31";"200.118.22.155";"";"";"";"";"5";"5";"5";"5";"5";"3";"5";"4";"4";"4";"4";"4";"7";"4";"4";"4";"4";"4";"4";"4";"4";"2";"4";"4";"0";"4";"4";"5";"0";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";
"5365409679";"97808068";"2017-05-23 11:53:53";"2017-05-23 12:06:53";"200.118.11.131";"";"";"";"";"5";"4";"5";"5";"5";"5";"5";"4";"5";"4";"5";"4";"4";"3";"4";"5";"5";"5";"4";"4";"4";"5";"5";"5";"2";"3";"5";"4";"5";"3";"3";"3";"3";"3";"5";"5";"5";"5";"4";"4";"3";"4";"4";
"5365354238";"97808068";"2017-05-23 11:17:55";"2017-05-23 11:26:28";"186.80.74.84";"";"";"";"";"4";"4";"5";"5";"5";"4";"2";"5";"2";"0";"0";"0";"7";"4";"0";"4";"4";"5";"3";"3";"4";"1";"5";"0";"0";"3";"1";"0";"0";"2";"2";"2";"0";"1";"5";"4";"2";"0";"0";"0";"0";"2";"1";
"5365279310";"97808068";"2017-05-23 10:19:41";"2017-05-23 10:29:27";"157.253.123.108";"";"";"";"";"4";"4";"5";"5";"4";"2";"3";"4";"4";"2";"2";"2";"9";"5";"2";"4";"4";"4";"4";"4";"4";"5";"5";"5";"4";"5";"4";"4";"4";"2";"1";"1";"1";"4";"4";"4";"4";"2";"2";"2";"2";"2";"2";
"5365247138";"97808068";"2017-05-23 9:58:34";"2017-05-23 9:58:57";"200.118.132.164";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365232241";"97808068";"2017-05-23 9:47:53";"2017-05-23 10:00:01";"186.155.16.130";"";"";"";"";"3";"4";"4";"5";"4";"2";"2";"2";"2";"3";"3";"0";"22";"4";"2";"2";"2";"3";"3";"4";"3";"1";"5";"5";"0";"3";"2";"1";"0";"2";"2";"2";"4";"3";"5";"5";"4";"2";"2";"2";"2";"2";"2";
"5365225274";"97808068";"2017-05-23 9:42:40";"2017-05-23 10:00:49";"181.57.250.249";"";"";"";"";"5";"2";"5";"5";"5";"5";"2";"0";"0";"0";"0";"1";"11";"3";"1";"5";"4";"4";"5";"5";"5";"3";"5";"4";"0";"5";"3";"5";"2";"2";"4";"3";"1";"3";"5";"5";"5";"3";"3";"3";"3";"4";"3";
"5365224589";"97808068";"2017-05-23 9:42:14";"2017-05-23 9:49:54";"152.204.160.88";"";"";"";"";"4";"4";"5";"5";"5";"3";"2";"5";"5";"5";"5";"3";"6";"4";"2";"5";"4";"5";"5";"3";"5";"3";"5";"5";"0";"4";"4";"0";"4";"3";"2";"2";"4";"3";"5";"5";"5";"4";"3";"4";"4";"2";"2";
"5365218280";"97808068";"2017-05-23 9:37:23";"2017-05-23 9:41:26";"186.83.123.86";"";"";"";"";"3";"4";"3";"5";"5";"4";"1";"3";"3";"3";"3";"2";"6";"3";"3";"2";"3";"4";"4";"4";"5";"3";"5";"5";"3";"5";"4";"5";"0";"4";"3";"4";"4";"3";"4";"4";"4";"3";"4";"5";"5";"4";"4";
"5365210371";"97808068";"2017-05-23 9:30:55";"2017-05-23 9:37:07";"186.155.15.214";"";"";"";"";"4";"4";"5";"5";"5";"5";"4";"5";"5";"4";"4";"4";"9";"3";"4";"5";"5";"5";"5";"4";"5";"2";"5";"5";"0";"5";"5";"0";"4";"4";"4";"4";"4";"2";"4";"4";"2";"2";"1";"1";"1";"1";"2";
"5365209489";"97808068";"2017-05-23 9:30:22";"2017-05-23 9:34:14";"186.31.113.186";"";"";"";"";"3";"4";"5";"4";"3";"2";"3";"4";"2";"4";"3";"3";"8";"4";"4";"4";"4";"3";"3";"2";"3";"4";"5";"4";"0";"4";"4";"0";"0";"4";"4";"4";"4";"3";"4";"5";"5";"3";"3";"3";"3";"3";"2";
