"respondent_id";"collector_id";"date_created";"date_modified";"ip_address";"email_address";"first_name";"last_name";"custom_1";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para�aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"En promedio, �Cu�ntas horas por semana tuvo que dedicar a las actividades desarrolladas fuera de clase? Seleccione un n�mero.";"Teniendo en cuenta las caracter�sticas del curso/modulo/etc., �c�mo considera la carga acad�mica que tuvo que asumir durante el desarrollo de las actividades propuestas?";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado:";"En una escala de 1 a 5 (siendo 1 el m�nimo y 5 el m�ximo) valore el aporte de cada una de las siguientes actividades a su proceso de aprendizaje. Recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado.";
"";"";"";"";"";"";"";"";"";"Las herramientas tecnol�gicas usadas en el curso funcionaron de manera adecuada.";"Las herramientas tecnol�gicas usadas en el curso fueron f�ciles de usar.";"Los contenidos en la plataforma estaban organizados de una manera que facilitaba su navegaci�n.";"Los contenidos estuvieron disponibles en�la plataforma de manera oportuna.";"Tuve claridad sobre los momentos en los que ocurrir�an las actividades durante el curso�(m�dulo, semestre, etc.).";"La distribuci�n de las actividades en el tiempo fue adecuada.";"Tuve claro a qui�n dirigirme en caso de que se me presentaran dificultades tecnol�gicas.";"Recib� respuesta oportuna para resolver mis inquietudes sobre las actividades del curso.";"Recib� respuesta satisfactoria�para resolver mis inquietudes sobre las actividades del curso.";"Recib� respuesta oportuna�cuando solicit� apoyo para resolver dificultades tecnol�gicas.";"Recib� respuesta satisfactoria cuando solicit� apoyo para resolver dificultades tecnol�gicas.";"Gracias a los espacios de capacitaci�n�he podido usar las herramientas tecnol�gicas sin mayores dificultades.";"Response";"";"Las instrucciones para el uso de las herramientas tecnol�gicas fueron claras.";"Las instrucciones para el desarrollo de cada una de las actividades fueron claras.";"Los recursos de aprendizaje seleccionados para el curso fueron pertinentes para mi aprendizaje.";"La informaci�n contenida en los recursos de aprendizaje fue clara.";"La informaci�n contenida en los recursos de aprendizaje fue suficiente.";"En este curso el uso de recursos de aprendizaje en diferentes formatos contribuy� a mi proceso de aprendizaje.";"Las actividades desarrolladas en los diferentes espacios del curso (p.ej. magistral, complementaria, laboratorio, presencial y no presencial) se articularon, integraron y complementaron entre s�.";"Proyecto";"Tareas";"Talleres";"Quices";"Parciales";"Pr�cticas de laboratorio";"Complementarias";"Estudios de caso";"La interacci�n con mis compa�eros enriqueci�/apoy�mi proceso de aprendizaje.";"El prop�sito de las interacciones con mis compa�eros fue claro.";"Las instrucciones para interactuar con mis compa�eros fueron claras.";"Las herramientas tecnol�gicas facilitaron mi interacci�n con otros estudiantes.";"En este curso hay espacios y herramientas para que los estudiantes participen.";"Me explicaron la forma y los mecanismos que se utilizar�an para evaluarme en el curso.";"Los criterios de evaluaci�n fueron�claros.";"La evaluaci�n fue coherente con las actividades realizadas en el curso.";"La retroalimentaci�n que recib� fue constructiva.";"La retroalimentaci�n que recib� de las actividades evaluadas fue�oportuna.";"La retroalimentaci�n que recib� me permiti� conocer en qu� deb�a mejorar.";"La retroalimentaci�n que recib� me permiti� saber c�mo pod�a mejorar.";"La interacci�n y comunicaci�n con mi profesor fue suficiente para orientar mi proceso de aprendizaje.";"El profesor gener� un ambiente de confianza para que los estudiantes participaran e hicieran preguntas.";
"5368811558";"97807447";"2017-05-26 16:49:10";"2017-05-26 16:49:38";"157.253.252.45";"";"";"";"";"3";"3";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5367198853";"97807447";"2017-05-24 20:05:21";"2017-05-24 22:50:32";"190.158.98.59";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5367099269";"97807447";"2017-05-24 19:52:18";"2017-05-24 19:56:56";"186.28.92.243";"";"";"";"";"5";"5";"5";"5";"5";"5";"5";"3";"4";"3";"3";"4";"4";"4";"5";"5";"5";"5";"5";"5";"4";"4";"3";"4";"4";"4";"4";"5";"0";"4";"4";"3";"3";"4";"5";"5";"4";"4";"4";"4";"4";"4";"4";
"5366859545";"97807447";"2017-05-24 15:19:54";"2017-05-24 15:24:19";"186.85.4.91";"";"";"";"";"5";"5";"5";"4";"4";"4";"4";"4";"4";"5";"4";"4";"5";"4";"4";"4";"4";"4";"4";"4";"4";"5";"0";"4";"5";"5";"3";"5";"3";"0";"0";"0";"5";"5";"5";"5";"5";"4";"4";"4";"5";"4";"3";
"5366653852";"97807447";"2017-05-24 12:30:24";"2017-05-24 12:30:30";"157.253.182.224";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365962990";"97807447";"2017-05-23 22:35:10";"2017-05-23 22:42:40";"191.109.133.108";"";"";"";"";"3";"2";"5";"5";"4";"4";"4";"4";"4";"5";"3";"2";"5";"3";"2";"4";"4";"4";"4";"5";"5";"4";"5";"5";"5";"5";"4";"5";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365953187";"97807447";"2017-05-23 22:15:53";"2017-05-23 22:21:47";"186.87.73.221";"";"";"";"";"0";"5";"5";"5";"5";"5";"0";"5";"5";"0";"0";"0";"4";"3";"5";"5";"5";"5";"5";"5";"5";"5";"0";"5";"4";"5";"3";"5";"0";"5";"5";"5";"0";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"5365872088";"97807447";"2017-05-23 19:47:01";"2017-05-23 19:54:03";"200.118.80.95";"";"";"";"";"5";"5";"5";"5";"5";"2";"1";"4";"3";"0";"0";"2";"7";"3";"4";"4";"4";"4";"3";"4";"3";"5";"5";"2";"5";"5";"4";"5";"5";"5";"4";"4";"2";"1";"5";"5";"5";"5";"5";"5";"5";"2";"2";
"5365757482";"97807447";"2017-05-23 17:06:00";"2017-05-23 17:11:39";"190.25.106.128";"";"";"";"";"5";"5";"5";"4";"3";"5";"4";"0";"0";"0";"0";"0";"6";"4";"5";"5";"5";"5";"5";"5";"2";"3";"5";"5";"5";"3";"1";"4";"0";"3";"2";"2";"1";"2";"5";"5";"2";"4";"3";"3";"3";"4";"4";
"5365683700";"97807447";"2017-05-23 15:52:59";"2017-05-23 16:01:16";"152.201.36.231";"";"";"";"";"5";"5";"5";"5";"5";"5";"5";"4";"5";"4";"4";"4";"13";"5";"4";"4";"4";"4";"4";"5";"3";"3";"4";"4";"5";"2";"1";"5";"3";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"2";
"5365667103";"97807447";"2017-05-23 15:38:00";"2017-05-23 15:38:59";"152.201.36.231";"";"";"";"";"5";"5";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365659118";"97807447";"2017-05-23 15:30:29";"2017-05-23 15:31:05";"181.54.59.227";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365649818";"97807447";"2017-05-23 15:22:45";"2017-05-23 15:23:22";"186.31.180.4";"";"";"";"";"5";"5";"5";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365627143";"97807447";"2017-05-23 15:03:46";"2017-05-23 15:05:56";"157.253.250.64";"";"";"";"";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"0";"5";"7";"4";"5";"5";"5";"5";"5";"5";"4";"2";"5";"5";"4";"4";"1";"5";"0";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"0";"4";
"5365625165";"97807447";"2017-05-23 15:01:40";"2017-05-23 15:07:00";"201.216.29.192";"";"";"";"";"5";"5";"4";"5";"4";"5";"3";"0";"4";"0";"0";"0";"3";"3";"5";"5";"4";"4";"3";"4";"4";"4";"0";"3";"5";"2";"2";"5";"4";"3";"4";"4";"3";"4";"5";"5";"4";"2";"3";"2";"5";"3";"3";
"5365586610";"97807447";"2017-05-23 14:28:37";"2017-05-23 14:35:49";"186.82.63.85";"";"";"";"";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"6";"4";"5";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"5365550194";"97807447";"2017-05-23 13:56:21";"2017-05-23 19:12:15";"186.80.68.43";"";"";"";"";"4";"4";"3";"4";"2";"4";"4";"1";"2";"3";"3";"4";"5";"3";"4";"4";"4";"4";"3";"4";"4";"5";"5";"3";"5";"5";"3";"4";"0";"4";"4";"4";"4";"4";"4";"4";"4";"3";"4";"4";"4";"3";"1";
"5365499746";"97807447";"2017-05-23 13:12:01";"2017-05-23 13:23:36";"186.144.232.143";"";"";"";"";"5";"4";"4";"3";"5";"5";"2";"5";"5";"5";"5";"5";"3";"4";"5";"4";"5";"5";"5";"5";"3";"5";"2";"5";"1";"5";"1";"5";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"4";"4";"5";"5";
"5365489922";"97807447";"2017-05-23 13:04:07";"2017-05-23 13:13:50";"186.155.15.214";"";"";"";"";"4";"5";"5";"4";"5";"5";"5";"4";"4";"4";"4";"3";"5";"3";"3";"4";"5";"5";"5";"4";"4";"3";"4";"0";"5";"5";"4";"4";"0";"3";"0";"0";"2";"3";"5";"5";"5";"3";"5";"3";"3";"3";"4";
"5365472622";"97807447";"2017-05-23 12:40:32";"2017-05-23 12:54:53";"186.82.63.85";"";"";"";"";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"7";"3";"5";"5";"5";"5";"5";"5";"5";"5";"0";"0";"5";"4";"3";"5";"5";"4";"4";"4";"4";"4";"4";"3";"3";"5";"5";"5";"5";"5";"5";
"5365461323";"97807447";"2017-05-23 12:39:23";"2017-05-23 12:40:21";"181.234.43.224";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"5365445458";"97807447";"2017-05-23 12:27:27";"2017-05-23 12:35:02";"186.154.36.240";"";"";"";"";"5";"5";"5";"5";"5";"5";"5";"5";"5";"0";"0";"0";"5";"3";"5";"5";"5";"5";"5";"5";"4";"4";"5";"5";"5";"5";"5";"5";"0";"5";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"4";
