"respondent_id";"collector_id";"date_created";"date_modified";"ip_address";"email_address";"first_name";"last_name";"custom_1";"Apreciado estudiante,El objetivo de esta encuesta es conocer su percepci�n sobre las Condiciones Clave del Ambiente de Aprendizaje (CCAA) del curso Taller de lectura en ingl�s 2�con el fin de identificar fortalezas y debilidades que permitan su mejoramiento. Su participaci�n es voluntaria y la informaci�n recolectada ser� objeto de reportes, investigaciones o productos acad�micos, cuidando siempre que no se revele su identidad.�El tiempo aproximado que le tomar� responder la encuesta es de 15 min.
Si decide participar, por favor marque �S� y luego haga click en el bot�n "Sig." que aparece abajo. En caso de que no desee participar, por favor cierre esta p�gina.
Si desea saber m�s de este proyecto, por favor comun�quese al correo electr�nico readingworkshop@uniandes.edu.co
Gracias por su colaboraci�n.";"CR_Por favor escriba su c�digo de estudiante.";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"";"";"";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"";"";"";"";"";"";"O10_En promedio, �cu�ntas horas por semana tuvo que dedicar a las actividades desarrolladas fuera de clase?";"O11_�C�mo considera la carga acad�mica de este curso?";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"";"";"";"";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado:";"A4_En una escala de 1 a 5 (siendo 1 el m�nimo y 5 el m�ximo) valore el aporte de cada una de las siguientes actividades a su proceso de aprendizaje.";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados:";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado.";
"6543505279";"164845248";"2017-11-25 8:07:26";"2017-11-25 8:33:06";"177.252.250.21";"";"";"";"";"1";"Codest15769";"4";"3";"2";"3";"5";"5";"5";"4";"3";"4";"5";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"3";"5";"5";"4";"4";"3";"3";"5";"5";"3";"5";"2";"3";"5";"4";"5";"5";"3";"1";"3";"5";"3";"2";"4";"3";"2";"1";"1";"1";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6543504076";"164845248";"2017-11-25 8:05:46";"2017-11-25 8:13:44";"157.253.169.83";"";"";"";"";"1";"Codest15770";"5";"3";"5";"5";"5";"5";"5";"3";"5";"5";"5";"5";"5";"5";"5";"5";"3";"3";"0";"0";"0";"0";"5";"5";"5";"5";"6";"4";"5";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"4";"5";"4";"4";"4";"1";"2";"5";"3";"3";"3";"4";"4";"2";"3";"3";"2";"5";"5";"5";"3";"2";"4";"4";"4";"4";
"6543502358";"164845248";"2017-11-25 8:03:36";"2017-11-25 8:13:55";"157.253.168.164";"";"";"";"";"1";"Codest15771";"5";"3";"4";"4";"5";"5";"5";"3";"5";"4";"5";"5";"4";"5";"4";"4";"3";"5";"5";"0";"0";"0";"3";"4";"4";"3";"5";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"4";"4";"4";"4";"5";"5";"3";"5";"5";"2";"2";"2";"2";"5";"3";"4";"3";"2";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6543498377";"166205846";"2017-11-25 7:58:51";"2017-11-25 8:07:48";"186.145.165.229";"Login estudiante15307";"";"";"";"1";"Codest15772";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"5";"5";"2";"5";"5";"4";"5";"5";"5";"5";"3";"3";"3";"3";"3";"6";"4";"3";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"5";"5";"5";"5";"2";"5";"5";"1";"3";"1";"1";"4";"1";"2";"1";"1";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6543482851";"164845248";"2017-11-25 7:35:06";"2017-11-25 7:45:26";"177.252.255.137";"";"";"";"";"1";"Codest15773";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6543313105";"164845248";"2017-11-25 2:15:53";"2017-11-25 2:20:16";"186.84.149.186";"";"";"";"";"1";"Codest15774";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"4";"3";"3";"5";"4";"4";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";
"6543040944";"164845248";"2017-11-24 18:16:59";"2017-11-24 18:31:38";"186.170.232.223";"";"";"";"";"1";"Codest15775";"2";"4";"4";"3";"3";"2";"4";"4";"4";"3";"4";"4";"4";"5";"4";"5";"3";"5";"5";"3";"3";"3";"3";"3";"3";"3";"6";"3";"4";"4";"4";"5";"5";"5";"3";"4";"4";"4";"4";"4";"4";"4";"5";"4";"3";"4";"4";"5";"3";"3";"2";"2";"4";"2";"2";"2";"2";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6542231774";"166205846";"2017-11-24 7:53:43";"2017-11-24 8:02:10";"190.27.125.233";"Login estudiante15281";"";"";"";"1";"Codest15776";"3";"3";"1";"3";"4";"5";"2";"2";"1";"3";"4";"4";"3";"4";"5";"5";"3";"4";"4";"0";"0";"0";"3";"0";"0";"0";"4";"4";"3";"3";"4";"3";"3";"4";"4";"4";"3";"4";"3";"3";"1";"3";"4";"4";"3";"1";"4";"5";"3";"3";"4";"1";"4";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";
"6541392343";"164845248";"2017-11-23 17:11:28";"2017-11-23 17:17:32";"157.253.3.129";"";"";"";"";"1";"Codest15777";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6541197288";"164845248";"2017-11-23 14:14:43";"2017-11-23 14:17:56";"157.253.114.248";"";"";"";"";"1";"Codest15778";"5";"5";"5";"4";"4";"3";"4";"5";"5";"5";"4";"3";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6540855484";"164845248";"2017-11-23 10:20:02";"2017-11-23 10:32:19";"181.48.222.29";"";"";"";"";"1";"Codest15779";"4";"3";"4";"3";"3";"4";"4";"3";"4";"4";"4";"4";"4";"4";"4";"3";"4";"4";"4";"0";"0";"0";"4";"4";"4";"4";"4";"3";"4";"4";"3";"4";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"4";"3";"4";"2";"3";"4";"4";"4";"4";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";
"6540794799";"166205846";"2017-11-23 9:45:03";"2017-11-23 10:00:00";"190.60.70.36";"Login estudiante15272";"";"";"";"1";"Codest15780";"4";"4";"3";"4";"4";"2";"4";"4";"4";"4";"4";"4";"4";"3";"4";"3";"4";"4";"4";"4";"4";"4";"3";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"2";"2";"4";"4";"4";"4";"2";"3";"5";"2";"2";"2";"3";"3";"3";"3";"3";"2";"4";"4";"4";"2";"2";"2";"3";"4";"4";
"6539050237";"166205846";"2017-11-22 14:02:00";"2017-11-22 14:44:15";"181.49.245.190";"Login estudiante15279";"";"";"";"1";"Codest15781";"5";"5";"5";"5";"5";"4";"5";"5";"5";"4";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"9";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"5";"4";"4";"5";"4";"5";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6538694672";"166205846";"2017-11-22 11:20:27";"2017-11-22 11:28:24";"201.216.7.1";"Login estudiante7746";"";"";"";"1";"Codest15782";"5";"3";"5";"2";"5";"5";"5";"3";"5";"2";"5";"5";"5";"5";"5";"5";"2";"5";"5";"3";"3";"4";"5";"5";"5";"5";"5";"3";"5";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"4";"5";"4";"5";"5";"2";"5";"5";"4";"5";"5";"4";"5";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6538657944";"166205846";"2017-11-22 11:05:38";"2017-11-22 11:38:05";"64.76.82.130";"Login estudiante15306";"";"";"";"1";"Codest15783";"4";"3";"3";"4";"4";"2";"3";"3";"3";"4";"4";"3";"2";"4";"3";"4";"3";"4";"4";"3";"3";"3";"3";"0";"5";"5";"2";"3";"3";"4";"5";"5";"3";"4";"5";"4";"4";"3";"3";"5";"4";"4";"4";"3";"5";"3";"4";"5";"1";"1";"1";"1";"3";"1";"1";"1";"1";"5";"5";"3";"2";"2";"2";"2";"3";"5";
"6538564421";"166205846";"2017-11-22 10:27:38";"2017-11-22 10:30:53";"190.145.22.202";"Login estudiante15280";"";"";"";"1";"Codest15784";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"0";"5";"5";"5";"5";"5";"5";"3";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6531842124";"164845248";"2017-11-19 20:41:58";"2017-11-19 20:53:19";"186.29.212.241";"";"";"";"";"1";"Codest15785";"3";"3";"4";"4";"5";"3";"5";"3";"5";"5";"5";"2";"5";"5";"4";"5";"5";"5";"5";"0";"0";"5";"5";"4";"4";"4";"9";"3";"2";"4";"5";"4";"4";"4";"4";"4";"4";"4";"2";"4";"4";"4";"4";"5";"4";"1";"3";"4";"1";"1";"1";"1";"4";"1";"1";"1";"1";"4";"4";"5";"4";"4";"4";"2";"4";"4";
"6530181053";"164845248";"2017-11-18 13:16:03";"2017-11-18 15:44:37";"157.253.161.139";"";"";"";"";"1";"Codest15786";"2";"3";"5";"4";"5";"2";"5";"3";"5";"5";"5";"5";"5";"4";"5";"4";"2";"2";"2";"1";"1";"1";"0";"0";"0";"0";"16";"4";"4";"4";"5";"4";"5";"5";"4";"4";"4";"3";"5";"5";"4";"5";"5";"5";"5";"1";"4";"5";"1";"1";"1";"1";"2";"1";"1";"1";"1";"5";"5";"5";"5";"5";"5";"5";"4";"4";
"6529975638";"164845248";"2017-11-18 9:31:24";"2017-11-18 9:41:32";"157.253.57.204";"";"";"";"";"1";"Codest15787";"4";"3";"4";"3";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"3";"3";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"4";"5";"5";"5";"5";"5";"5";"1";"3";"5";"4";"4";"2";"2";"2";"2";"3";"3";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6529968780";"164845248";"2017-11-18 9:23:32";"2017-11-18 9:34:54";"157.253.156.184";"";"";"";"";"1";"Codest15788";"3";"4";"3";"4";"3";"5";"4";"4";"3";"4";"3";"5";"4";"4";"4";"4";"4";"5";"5";"4";"4";"4";"3";"3";"3";"3";"3";"2";"3";"4";"3";"3";"3";"4";"4";"4";"3";"3";"3";"3";"4";"3";"4";"3";"3";"2";"4";"5";"4";"4";"4";"3";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"5";
"6529968534";"164845248";"2017-11-18 9:24:21";"2017-11-18 9:32:21";"157.253.56.119";"";"";"";"";"1";"Codest15789";"4";"3";"4";"5";"5";"4";"4";"3";"4";"5";"5";"3";"5";"4";"4";"3";"3";"0";"0";"0";"0";"4";"4";"4";"4";"4";"4";"3";"4";"4";"4";"4";"4";"4";"3";"4";"3";"4";"3";"4";"4";"4";"4";"5";"5";"3";"4";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";
"6529968006";"164845248";"2017-11-18 9:23:39";"2017-11-18 9:33:59";"157.253.156.56";"";"";"";"";"1";"Codest15790";"4";"2";"4";"4";"5";"4";"5";"3";"4";"4";"5";"4";"4";"4";"4";"4";"3";"5";"5";"0";"0";"4";"4";"4";"4";"4";"7";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"4";"4";"5";"4";"4";"4";"4";"2";"5";"5";"3";"3";"3";"3";"3";"2";"3";"2";"2";"4";"5";"5";"5";"5";"5";"5";"5";"5";
"6529967539";"164845248";"2017-11-18 9:22:12";"2017-11-18 9:35:13";"157.253.156.32";"";"";"";"";"1";"Codest15791";"4";"2";"4";"5";"4";"4";"4";"2";"4";"4";"4";"4";"5";"5";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"4";"5";"4";"4";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";"5";"4";"4";"4";"5";"5";"3";"3";"3";"3";"5";"4";"3";"2";"3";"4";"4";"4";"4";"4";"4";"4";"5";"4";
"6529967009";"164845248";"2017-11-18 9:22:02";"2017-11-18 9:31:00";"157.253.157.193";"";"";"";"";"1";"Codest15792";"5";"3";"5";"4";"5";"3";"5";"3";"5";"5";"5";"3";"5";"5";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"9";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";"3";"4";"4";"4";"5";"5";"5";"5";"4";"4";"5";"3";"4";"4";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"6529966968";"164845248";"2017-11-18 9:22:15";"2017-11-18 9:29:05";"157.253.57.151";"";"";"";"";"1";"Codest15793";"4";"3";"2";"4";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";"4";"5";"4";"4";"4";"4";"4";"4";"5";"3";"4";"4";"4";"4";"2";"4";"4";"4";"2";"4";"4";"4";"4";"4";"4";"5";"5";"3";"4";"5";"2";"2";"2";"2";"2";"2";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"5";
"6529966852";"164845248";"2017-11-18 9:22:20";"2017-11-18 9:36:25";"157.253.57.253";"";"";"";"";"1";"Codest15794";"5";"3";"5";"5";"5";"4";"5";"3";"5";"5";"5";"5";"5";"5";"4";"5";"3";"5";"5";"3";"3";"5";"5";"5";"5";"5";"4";"3";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"5";"5";"2";"4";"5";"3";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"4";"4";"4";"5";
"6529966840";"164845248";"2017-11-18 9:22:30";"2017-11-18 9:29:16";"157.253.57.148";"";"";"";"";"1";"Codest15795";"4";"2";"4";"4";"4";"4";"3";"3";"4";"4";"4";"4";"3";"3";"4";"2";"1";"2";"2";"2";"2";"3";"3";"3";"3";"4";"5";"4";"2";"2";"2";"2";"2";"2";"2";"4";"1";"3";"3";"2";"1";"1";"3";"1";"3";"2";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"3";"2";"2";"1";"2";"3";
