"respondent_id";"collector_id";"date_created";"date_modified";"ip_address";"email_address";"first_name";"last_name";"custom_1";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para�aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"En promedio, �Cu�ntas horas por semana tuvo que dedicar a las actividades desarrolladas fuera de clase? Seleccione un n�mero.";"Teniendo en cuenta las caracter�sticas del curso/modulo/etc., �c�mo considera la carga acad�mica que tuvo que asumir durante el desarrollo de las actividades propuestas?";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado:";"En una escala de 1 a 5 (siendo 1 el m�nimo y 5 el m�ximo) valore el aporte de cada una de las siguientes actividades a su proceso de aprendizaje. Recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con cada uno de los siguientes enunciados, recuerde que puede marcar no aplica para aquellas afirmaciones que no correspondan con lo visto en el curso.";"";"";"";"";"";"";"";"Por favor indique qu� tan de acuerdo est� con el siguiente enunciado.";
"5370151008";"97861900";"2017-05-29 14:09:48";"2017-05-29 14:16:29";"186.31.11.40";"Login estudiante5608";"";"";"";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"7";"4";"5";"5";"5";"5";"4";"2";"4";"2";"0";"0";"0";"4";"0";"5";"5";"2";"2";"4";"5";"2";"5";"1";"4";"4";"3";"4";"4";"5";"5";
"5370135781";"97861900";"2017-05-29 13:39:18";"2017-05-29 19:40:33";"181.57.249.248";"Login estudiante13195";"";"";"";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"9";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"0";"3";"2";"0";"0";"3";"4";"4";"4";"4";"4";"4";"4";"3";"3";"3";"3";"3";"4";"2";
"5370102560";"97861900";"2017-05-29 12:33:45";"2017-05-29 12:58:27";"186.29.243.58";"Login estudiante11094";"";"";"";"3";"4";"5";"3";"4";"3";"4";"4";"3";"4";"4";"3";"8";"4";"3";"4";"4";"4";"4";"5";"4";"4";"0";"0";"3";"4";"0";"3";"3";"4";"4";"4";"2";"4";"5";"5";"3";"4";"4";"4";"3";"5";"4";
"5370031372";"97861900";"2017-05-29 10:30:53";"2017-05-29 10:40:04";"186.144.105.192";"Login estudiante16394";"";"";"";"4";"4";"5";"3";"4";"4";"4";"5";"0";"0";"0";"0";"5";"4";"4";"5";"2";"2";"2";"3";"4";"2";"0";"2";"2";"5";"0";"5";"0";"1";"2";"4";"1";"4";"5";"5";"1";"2";"2";"2";"2";"3";"5";
"5369771211";"97861900";"2017-05-28 23:55:53";"2017-05-29 1:42:05";"190.159.228.53";"Login estudiante15685";"";"";"";"5";"5";"5";"4";"5";"3";"3";"4";"3";"3";"4";"2";"10";"3";"2";"3";"5";"4";"3";"5";"3";"5";"0";"0";"0";"5";"0";"5";"5";"4";"4";"4";"4";"0";"5";"5";"5";"4";"4";"3";"3";"3";"5";
"5369759462";"97861900";"2017-05-29 0:39:04";"2017-05-29 0:46:58";"190.25.43.152";"Login estudiante6543";"";"";"";"4";"3";"4";"5";"4";"4";"3";"4";"4";"4";"4";"4";"6";"4";"4";"4";"3";"3";"4";"4";"4";"5";"0";"0";"0";"5";"0";"3";"4";"4";"4";"4";"0";"4";"4";"3";"4";"4";"4";"4";"4";"4";"5";
"5369722142";"97861900";"2017-05-28 22:35:15";"2017-05-28 22:41:37";"186.28.226.223";"Login estudiante10734";"";"";"";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"7";"3";"5";"5";"5";"5";"5";"5";"4";"5";"3";"3";"3";"5";"3";"2";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"2";"2";"5";"5";
"5369686780";"97861900";"2017-05-28 20:44:43";"2017-05-28 20:57:21";"186.28.66.118";"Login estudiante11117";"";"";"";"0";"0";"0";"4";"3";"3";"3";"3";"3";"3";"3";"3";"5";"3";"2";"3";"2";"2";"2";"2";"3";"4";"0";"0";"3";"1";"0";"3";"3";"4";"3";"2";"2";"3";"3";"2";"1";"1";"2";"2";"2";"2";"4";
"5369678244";"97861900";"2017-05-28 20:16:48";"2017-05-28 20:30:01";"186.30.135.150";"Login estudiante2765";"";"";"";"3";"3";"3";"0";"5";"5";"0";"5";"5";"0";"0";"0";"11";"5";"0";"4";"4";"4";"4";"2";"4";"3";"3";"0";"3";"4";"0";"4";"4";"4";"4";"4";"0";"4";"5";"5";"5";"5";"5";"5";"5";"5";"4";
"5369618518";"97861900";"2017-05-28 16:50:34";"2017-05-28 16:57:36";"181.57.242.167";"Login estudiante13741";"";"";"";"4";"2";"5";"4";"5";"2";"0";"4";"4";"0";"0";"4";"8";"4";"4";"4";"4";"4";"4";"3";"4";"3";"0";"0";"4";"4";"0";"5";"3";"1";"1";"1";"1";"5";"5";"2";"4";"4";"4";"4";"4";"2";"5";
"5369573451";"97861900";"2017-05-28 14:21:24";"2017-05-28 14:37:55";"190.25.122.102";"Login estudiante7620";"";"";"";"3";"3";"2";"3";"5";"2";"5";"5";"5";"0";"0";"2";"10";"5";"3";"2";"2";"2";"2";"1";"4";"4";"0";"0";"0";"3";"0";"2";"4";"5";"4";"4";"1";"2";"5";"5";"4";"2";"1";"2";"2";"3";"4";
"5369504870";"97861900";"2017-05-28 10:41:40";"2017-05-28 10:54:42";"186.145.64.47";"Login estudiante5652";"";"";"";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"3";"9";"5";"3";"4";"5";"5";"3";"4";"5";"4";"0";"0";"0";"4";"0";"4";"4";"3";"4";"4";"3";"2";"5";"5";"5";"3";"2";"2";"2";"2";"3";
"5369504135";"97861900";"2017-05-28 10:39:39";"2017-05-28 10:53:27";"190.156.128.95";"Login estudiante5502";"";"";"";"4";"4";"5";"3";"5";"3";"2";"3";"4";"3";"4";"2";"22";"5";"3";"2";"4";"3";"4";"3";"4";"3";"0";"4";"0";"3";"0";"4";"3";"4";"3";"3";"3";"4";"5";"5";"3";"3";"4";"3";"3";"3";"1";
"5369487760";"97861900";"2017-05-28 9:45:18";"2017-05-28 10:00:09";"190.25.32.140";"Login estudiante3989";"";"";"";"4";"3";"4";"4";"4";"4";"2";"3";"4";"0";"0";"3";"4";"4";"3";"4";"4";"4";"4";"3";"3";"4";"0";"0";"0";"5";"0";"3";"3";"4";"4";"4";"3";"4";"4";"4";"4";"3";"4";"3";"3";"4";"5";
"5369342106";"97861900";"2017-05-27 23:10:35";"2017-05-28 0:07:51";"179.18.45.233";"Login estudiante6576";"";"";"";"4";"4";"4";"2";"4";"2";"4";"4";"4";"4";"4";"4";"3";"4";"4";"2";"3";"2";"2";"2";"4";"3";"0";"0";"2";"2";"0";"3";"3";"2";"2";"2";"2";"3";"4";"4";"3";"4";"4";"4";"4";"4";"5";
"5369339156";"97861900";"2017-05-27 22:56:28";"2017-05-27 23:08:25";"186.80.71.187";"Login estudiante4004";"";"";"";"2";"2";"3";"4";"4";"2";"5";"4";"4";"5";"5";"2";"11";"5";"2";"5";"2";"4";"2";"2";"2";"1";"1";"1";"3";"3";"0";"3";"3";"2";"1";"3";"1";"2";"5";"5";"1";"1";"4";"1";"2";"2";"5";
"5369333659";"97861900";"2017-05-27 22:30:26";"2017-05-27 23:22:31";"181.50.23.163";"Login estudiante16395";"";"";"";"5";"5";"5";"5";"5";"4";"5";"3";"3";"5";"5";"0";"5";"4";"0";"4";"4";"4";"4";"4";"4";"2";"0";"0";"0";"0";"0";"4";"4";"4";"4";"0";"4";"4";"5";"5";"4";"4";"5";"4";"4";"3";"4";
"5369329872";"97861900";"2017-05-27 22:07:03";"2017-05-27 23:06:36";"186.29.32.53";"Login estudiante4033";"";"";"";"5";"5";"4";"4";"5";"3";"2";"5";"3";"0";"0";"2";"6";"4";"5";"3";"5";"2";"4";"5";"4";"4";"0";"0";"3";"3";"0";"5";"5";"5";"5";"4";"4";"3";"2";"2";"4";"5";"5";"3";"3";"1";"4";
"5369322322";"97861900";"2017-05-27 21:36:40";"2017-05-27 21:41:47";"190.156.44.175";"Login estudiante6880";"";"";"";"3";"3";"4";"4";"4";"4";"2";"1";"1";"3";"3";"3";"6";"4";"3";"4";"4";"3";"3";"4";"2";"5";"5";"0";"0";"4";"0";"1";"3";"4";"4";"4";"2";"3";"4";"4";"4";"1";"1";"4";"4";"3";"4";
"5369321495";"97861900";"2017-05-27 21:33:18";"2017-05-27 21:38:40";"190.156.106.70";"Login estudiante11281";"";"";"";"0";"0";"0";"0";"5";"5";"0";"0";"0";"0";"0";"0";"1";"1";"0";"5";"5";"5";"5";"5";"3";"1";"1";"1";"1";"4";"1";"1";"1";"1";"1";"1";"1";"1";"5";"5";"5";"5";"5";"5";"5";"5";"4";
"5369308294";"97861900";"2017-05-27 20:31:14";"2017-05-27 20:40:15";"190.25.68.101";"Login estudiante5734";"";"";"";"4";"3";"2";"2";"3";"1";"2";"2";"2";"2";"2";"3";"13";"5";"0";"3";"3";"3";"2";"3";"3";"3";"0";"0";"1";"3";"0";"1";"3";"2";"4";"4";"3";"3";"4";"5";"2";"2";"3";"4";"3";"2";"5";
"5369301936";"97861900";"2017-05-27 13:35:15";"2017-05-27 20:09:39";"157.253.188.91";"Login estudiante7644";"";"";"";"2";"3";"3";"1";"2";"2";"1";"2";"2";"2";"2";"2";"11";"5";"2";"2";"1";"2";"1";"2";"2";"1";"4";"0";"1";"4";"2";"1";"2";"2";"1";"1";"2";"1";"2";"3";"3";"1";"1";"1";"1";"1";"2";
"5369279275";"97861900";"2017-05-27 18:26:24";"2017-05-27 18:29:47";"190.26.153.159";"Login estudiante12145";"";"";"";"4";"4";"4";"3";"3";"3";"3";"4";"4";"3";"3";"3";"5";"2";"3";"3";"4";"5";"5";"5";"4";"4";"0";"0";"0";"5";"0";"3";"5";"4";"4";"3";"4";"3";"5";"5";"5";"5";"5";"4";"5";"5";"4";
"5369276486";"97861900";"2017-05-27 18:15:20";"2017-05-27 18:28:58";"201.245.217.199";"Login estudiante4034";"";"";"";"4";"3";"4";"4";"5";"4";"3";"3";"4";"4";"4";"4";"5";"4";"4";"3";"3";"4";"4";"4";"4";"5";"4";"4";"4";"5";"4";"4";"5";"5";"5";"5";"4";"4";"5";"5";"5";"4";"5";"5";"4";"5";"5";
"5369267763";"97861900";"2017-05-27 17:42:19";"2017-05-27 17:51:15";"186.28.213.54";"Login estudiante16396";"";"";"";"4";"4";"4";"4";"5";"4";"5";"5";"5";"5";"5";"4";"5";"4";"4";"5";"5";"5";"5";"5";"5";"5";"0";"0";"0";"4";"0";"5";"5";"4";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";
"5369261660";"97861900";"2017-05-27 17:20:21";"2017-05-27 17:27:02";"177.252.249.137";"Login estudiante16397";"";"";"";"4";"4";"5";"4";"3";"3";"2";"3";"3";"3";"3";"3";"8";"4";"4";"3";"4";"4";"4";"4";"4";"4";"5";"0";"0";"5";"0";"4";"4";"5";"5";"5";"4";"3";"4";"3";"4";"2";"1";"2";"2";"4";"4";
"5369261161";"97861900";"2017-05-27 17:17:42";"2017-05-27 17:43:03";"190.8.221.254";"Login estudiante8365";"";"";"";"4";"3";"5";"5";"5";"2";"5";"5";"5";"5";"5";"5";"22";"5";"5";"4";"4";"5";"2";"5";"2";"2";"0";"0";"0";"5";"0";"2";"5";"5";"4";"4";"1";"2";"5";"5";"4";"2";"2";"2";"2";"3";"4";
"5369245978";"97861900";"2017-05-27 16:24:58";"2017-05-27 16:37:15";"186.154.135.31";"Login estudiante5474";"";"";"";"4";"2";"5";"5";"5";"5";"5";"5";"5";"5";"5";"3";"10";"4";"4";"5";"4";"5";"5";"5";"5";"5";"0";"0";"4";"5";"0";"5";"5";"5";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";
"5369224627";"97861900";"2017-05-27 15:14:23";"2017-05-27 15:25:48";"181.61.69.125";"Login estudiante13743";"";"";"";"4";"3";"3";"4";"4";"1";"3";"4";"4";"3";"3";"1";"7";"3";"3";"4";"2";"2";"2";"1";"3";"5";"4";"0";"0";"3";"0";"3";"0";"5";"4";"4";"3";"2";"5";"5";"5";"5";"5";"5";"5";"4";"4";
"5369209949";"97861900";"2017-05-27 14:27:54";"2017-05-27 16:26:26";"201.244.247.60";"Login estudiante5609";"";"";"";"4";"4";"5";"4";"4";"3";"3";"4";"4";"4";"3";"3";"5";"4";"2";"3";"3";"3";"3";"3";"4";"3";"3";"0";"2";"3";"0";"4";"3";"5";"4";"4";"4";"4";"4";"4";"4";"3";"3";"4";"4";"5";"5";
"5369206491";"97861900";"2017-05-27 14:16:48";"2017-05-27 14:29:21";"186.29.227.27";"Login estudiante3809";"";"";"";"0";"0";"5";"5";"5";"5";"5";"4";"4";"0";"0";"0";"5";"5";"0";"3";"3";"3";"3";"4";"5";"4";"0";"0";"0";"4";"0";"5";"5";"4";"3";"3";"0";"3";"5";"4";"4";"5";"4";"5";"5";"5";"4";
"5369193726";"97861900";"2017-05-27 13:26:26";"2017-05-27 13:46:11";"186.31.46.56";"Login estudiante13740";"";"";"";"4";"5";"5";"2";"5";"5";"5";"5";"5";"5";"5";"5";"11";"5";"4";"4";"5";"5";"5";"5";"5";"5";"0";"0";"0";"3";"0";"5";"5";"5";"5";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";
"5369185169";"97861900";"2017-05-27 13:14:07";"2017-05-27 13:21:31";"186.80.176.40";"Login estudiante13565";"";"";"";"2";"2";"2";"3";"4";"2";"1";"2";"2";"2";"2";"2";"9";"5";"2";"2";"2";"2";"2";"2";"2";"4";"2";"2";"2";"3";"0";"1";"3";"3";"3";"3";"3";"2";"4";"4";"1";"1";"2";"2";"3";"3";"4";
"5369184101";"97861900";"2017-05-27 13:09:54";"2017-05-27 13:18:15";"181.50.182.50";"Login estudiante3317";"";"";"";"4";"3";"3";"5";"5";"5";"5";"4";"4";"5";"4";"5";"5";"4";"4";"4";"4";"4";"4";"4";"3";"4";"0";"0";"0";"5";"0";"4";"4";"5";"4";"4";"2";"4";"4";"3";"4";"4";"4";"4";"4";"3";"3";
"5369183113";"97861900";"2017-05-27 13:07:30";"2017-05-27 13:25:24";"186.85.94.34";"Login estudiante7173";"";"";"";"4";"4";"5";"5";"5";"4";"3";"5";"5";"5";"5";"4";"7";"3";"4";"4";"4";"4";"4";"4";"5";"5";"0";"0";"0";"4";"0";"5";"4";"4";"4";"4";"3";"4";"5";"3";"4";"3";"4";"4";"3";"3";"5";
"5369178866";"97861900";"2017-05-27 12:55:09";"2017-05-27 13:01:13";"190.24.109.56";"Login estudiante13738";"";"";"";"4";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";"3";"7";"4";"5";"5";"4";"5";"3";"4";"5";"4";"0";"4";"2";"5";"0";"4";"0";"5";"4";"4";"3";"4";"5";"5";"5";"5";"5";"5";"5";"4";"4";
"5369178588";"97861900";"2017-05-27 12:54:37";"2017-05-27 13:01:28";"186.29.15.160";"Login estudiante3971";"";"";"";"4";"2";"5";"5";"5";"4";"5";"5";"5";"2";"2";"2";"3";"4";"2";"5";"5";"4";"2";"2";"4";"2";"0";"0";"0";"3";"0";"4";"4";"4";"4";"4";"2";"5";"5";"5";"5";"5";"2";"4";"4";"5";"4";
"5369175096";"97861900";"2017-05-27 12:43:56";"2017-05-27 13:21:10";"186.80.69.153";"Login estudiante8354";"";"";"";"4";"4";"4";"4";"4";"3";"0";"4";"4";"0";"0";"0";"4";"3";"4";"4";"4";"4";"4";"0";"4";"5";"0";"0";"2";"4";"0";"5";"4";"4";"3";"3";"5";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";
"5369162130";"97861900";"2017-05-27 12:05:22";"2017-05-27 12:17:42";"181.49.70.123";"Login estudiante8329";"";"";"";"4";"2";"3";"4";"4";"4";"2";"4";"4";"2";"2";"1";"21";"5";"2";"4";"3";"0";"3";"4";"5";"4";"4";"0";"0";"3";"0";"4";"5";"5";"3";"3";"2";"2";"5";"5";"3";"3";"4";"3";"3";"5";"5";
"5369160794";"97861900";"2017-05-27 12:03:59";"2017-05-27 12:11:43";"186.29.197.157";"Login estudiante10453";"";"";"";"4";"4";"4";"4";"4";"5";"4";"4";"4";"3";"3";"3";"7";"4";"4";"4";"4";"4";"3";"4";"3";"4";"5";"0";"3";"2";"0";"3";"0";"5";"5";"5";"2";"2";"4";"5";"4";"3";"3";"4";"3";"2";"4";
"5369156125";"97861900";"2017-05-27 11:49:34";"2017-05-27 12:15:43";"157.253.121.170";"Login estudiante8051";"";"";"";"4";"4";"4";"3";"4";"4";"2";"4";"4";"3";"3";"4";"5";"4";"2";"4";"4";"3";"3";"4";"3";"4";"3";"4";"4";"5";"3";"4";"4";"5";"4";"3";"3";"3";"3";"2";"3";"4";"4";"4";"4";"5";"4";
"5369155280";"97861900";"2017-05-27 11:47:50";"2017-05-27 11:55:29";"190.156.100.172";"Login estudiante16398";"";"";"";"4";"4";"4";"4";"5";"4";"3";"3";"2";"3";"4";"0";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"0";"5";"0";"4";"0";"0";"4";"4";"4";"4";"3";"4";"5";"5";"2";"4";"3";"4";"4";"5";"5";
"5369150568";"97861900";"2017-05-27 11:34:10";"2017-05-27 11:42:24";"190.156.105.90";"Login estudiante3192";"";"";"";"4";"4";"4";"4";"4";"4";"3";"4";"4";"0";"0";"0";"5";"3";"4";"4";"3";"4";"2";"4";"4";"5";"0";"0";"0";"4";"0";"5";"5";"5";"4";"4";"3";"3";"5";"4";"3";"4";"4";"4";"4";"4";"4";
"5369149641";"97861900";"2017-05-27 11:31:26";"2017-05-27 11:41:02";"190.156.9.117";"Login estudiante5597";"";"";"";"3";"2";"4";"4";"2";"3";"2";"4";"4";"0";"0";"0";"8";"5";"4";"4";"3";"3";"3";"2";"3";"2";"0";"3";"0";"3";"0";"4";"1";"4";"4";"1";"1";"2";"5";"5";"1";"1";"2";"2";"2";"1";"4";
"5369140923";"97861900";"2017-05-27 11:08:38";"2017-05-27 11:18:12";"186.112.239.129";"Login estudiante4010";"";"";"";"1";"1";"4";"4";"5";"2";"2";"4";"4";"4";"4";"4";"8";"5";"2";"2";"2";"4";"1";"4";"4";"3";"0";"0";"2";"4";"0";"4";"3";"5";"4";"4";"3";"4";"5";"5";"2";"4";"4";"4";"4";"2";"2";
"5369136621";"97861900";"2017-05-27 10:57:10";"2017-05-27 11:03:53";"200.118.133.165";"Login estudiante3505";"";"";"";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"3";"4";"4";"4";"4";"4";"4";"4";"4";"5";"4";"0";"0";"0";"3";"0";"5";"4";"4";"4";"4";"4";"4";"4";"4";"3";"3";"4";"2";"2";"2";"4";
"5369122301";"97861900";"2017-05-27 10:18:13";"2017-05-27 10:22:27";"186.80.42.22";"Login estudiante10472";"";"";"";"1";"1";"4";"1";"4";"3";"1";"1";"1";"1";"1";"1";"22";"5";"1";"1";"1";"1";"3";"1";"1";"5";"0";"0";"3";"1";"0";"1";"0";"4";"4";"4";"1";"1";"5";"5";"5";"1";"1";"1";"1";"1";"5";
